drop_fraction,repeat,cp_f1,cp_count,cp_times,sample_id,cluster
0.05,44,1.0,1,[80.30457715837578],S0186,1
0.05,45,1.0,1,[75.58077850200073],S0186,1
0.05,46,1.0,1,[80.30457715837578],S0186,1
0.05,47,1.0,1,[80.30457715837578],S0186,1
0.05,48,1.0,1,[80.30457715837578],S0186,1
0.05,49,1.0,1,[80.30457715837578],S0186,1
0.1,0,1.0,1,[80.30457715837578],S0186,1
0.1,1,1.0,1,[80.30457715837578],S0186,1
0.1,2,1.0,1,[80.30457715837578],S0186,1
0.1,3,1.0,1,[80.30457715837578],S0186,1
0.1,4,1.0,1,[80.30457715837578],S0186,1
0.1,5,1.0,1,[80.30457715837578],S0186,1
0.1,6,1.0,1,[85.02837581475083],S0186,1
0.1,7,1.0,1,[80.30457715837578],S0186,1
0.1,8,1.0,1,[80.30457715837578],S0186,1
0.1,9,1.0,1,[89.75217447112587],S0186,1
0.1,10,1.0,1,[80.30457715837578],S0186,1
0.1,11,1.0,1,[80.30457715837578],S0186,1
0.1,12,1.0,1,[85.02837581475083],S0186,1
0.1,13,1.0,1,[75.58077850200073],S0186,1
0.1,14,1.0,1,[80.30457715837578],S0186,1
0.1,15,1.0,1,[80.30457715837578],S0186,1
0.1,16,1.0,1,[80.30457715837578],S0186,1
0.1,17,1.0,1,[80.30457715837578],S0186,1
0.1,18,1.0,1,[80.30457715837578],S0186,1
0.1,19,1.0,1,[85.02837581475083],S0186,1
0.1,20,1.0,1,[80.30457715837578],S0186,1
0.1,21,1.0,1,[85.02837581475083],S0186,1
0.1,22,1.0,1,[80.30457715837578],S0186,1
0.1,23,1.0,1,[80.30457715837578],S0186,1
0.1,24,1.0,1,[75.58077850200073],S0186,1
0.1,25,1.0,1,[80.30457715837578],S0186,1
0.1,26,1.0,1,[80.30457715837578],S0186,1
0.1,27,1.0,1,[75.58077850200073],S0186,1
0.1,28,1.0,1,[80.30457715837578],S0186,1
0.1,29,1.0,1,[85.02837581475083],S0186,1
0.1,30,1.0,1,[80.30457715837578],S0186,1
0.1,31,1.0,1,[80.30457715837578],S0186,1
0.1,32,1.0,1,[80.30457715837578],S0186,1
0.1,33,1.0,1,[80.30457715837578],S0186,1
0.1,34,1.0,1,[80.30457715837578],S0186,1
0.1,35,1.0,1,[80.30457715837578],S0186,1
0.1,36,1.0,1,[80.30457715837578],S0186,1
0.1,37,1.0,1,[85.02837581475083],S0186,1
0.1,38,1.0,1,[85.02837581475083],S0186,1
0.1,39,1.0,1,[80.30457715837578],S0186,1
0.1,40,1.0,1,[80.30457715837578],S0186,1
0.1,41,1.0,1,[80.30457715837578],S0186,1
0.1,42,1.0,1,[80.30457715837578],S0186,1
0.1,43,1.0,1,[80.30457715837578],S0186,1
0.1,44,1.0,1,[80.30457715837578],S0186,1
0.1,45,1.0,1,[80.30457715837578],S0186,1
0.1,46,1.0,1,[80.30457715837578],S0186,1
0.1,47,1.0,1,[80.30457715837578],S0186,1
0.1,48,1.0,1,[80.30457715837578],S0186,1
0.1,49,1.0,1,[85.02837581475083],S0186,1
0.05,0,1.0,1,[42.514187907375415],S0187,1
0.05,1,1.0,1,[42.514187907375415],S0187,1
0.05,2,1.0,1,[42.514187907375415],S0187,1
0.05,3,1.0,1,[42.514187907375415],S0187,1
0.05,4,1.0,1,[42.514187907375415],S0187,1
0.05,5,1.0,1,[42.514187907375415],S0187,1
0.05,6,1.0,1,[42.514187907375415],S0187,1
0.05,7,1.0,1,[42.514187907375415],S0187,1
0.05,8,1.0,1,[42.514187907375415],S0187,1
0.05,9,0.0,1,[51.961785220125506],S0187,1
0.05,10,1.0,1,[42.514187907375415],S0187,1
0.05,11,1.0,1,[42.514187907375415],S0187,1
0.05,12,1.0,1,[42.514187907375415],S0187,1
0.05,13,1.0,1,[42.514187907375415],S0187,1
0.05,14,1.0,1,[42.514187907375415],S0187,1
0.05,15,1.0,1,[42.514187907375415],S0187,1
0.05,16,1.0,1,[42.514187907375415],S0187,1
0.05,17,1.0,1,[42.514187907375415],S0187,1
0.05,18,1.0,1,[42.514187907375415],S0187,1
0.05,19,1.0,1,[42.514187907375415],S0187,1
0.05,20,1.0,1,[42.514187907375415],S0187,1
0.05,21,1.0,1,[42.514187907375415],S0187,1
0.05,22,0.0,1,[51.961785220125506],S0187,1
0.05,23,1.0,1,[42.514187907375415],S0187,1
0.05,24,1.0,1,[42.514187907375415],S0187,1
0.05,25,1.0,1,[42.514187907375415],S0187,1
0.05,26,1.0,1,[42.514187907375415],S0187,1
0.05,27,1.0,1,[42.514187907375415],S0187,1
0.05,28,1.0,1,[42.514187907375415],S0187,1
0.05,29,1.0,1,[42.514187907375415],S0187,1
0.05,30,1.0,1,[42.514187907375415],S0187,1
0.05,31,0.0,1,[51.961785220125506],S0187,1
0.05,32,0.0,1,[51.961785220125506],S0187,1
0.05,33,1.0,1,[42.514187907375415],S0187,1
0.05,34,1.0,1,[42.514187907375415],S0187,1
0.05,35,1.0,1,[42.514187907375415],S0187,1
0.05,36,1.0,1,[47.23798656375046],S0187,1
0.05,37,1.0,1,[42.514187907375415],S0187,1
0.05,38,1.0,1,[37.79038925100037],S0187,1
0.05,39,1.0,1,[42.514187907375415],S0187,1
0.05,40,1.0,1,[42.514187907375415],S0187,1
0.05,41,1.0,1,[42.514187907375415],S0187,1
0.05,42,1.0,1,[42.514187907375415],S0187,1
0.05,43,0.0,1,[33.06659059462532],S0187,1
0.05,44,1.0,1,[42.514187907375415],S0187,1
0.05,45,1.0,1,[42.514187907375415],S0187,1
0.05,46,1.0,1,[37.79038925100037],S0187,1
0.05,47,1.0,1,[42.514187907375415],S0187,1
0.05,48,1.0,1,[42.514187907375415],S0187,1
0.05,49,1.0,1,[42.514187907375415],S0187,1
0.1,0,1.0,1,[42.514187907375415],S0187,1
0.1,1,0.0,1,[51.961785220125506],S0187,1
0.1,2,1.0,1,[47.23798656375046],S0187,1
0.1,3,1.0,1,[42.514187907375415],S0187,1
0.1,4,1.0,1,[42.514187907375415],S0187,1
0.1,5,1.0,1,[42.514187907375415],S0187,1
0.1,6,1.0,1,[42.514187907375415],S0187,1
0.1,7,1.0,1,[37.79038925100037],S0187,1
0.1,8,1.0,1,[42.514187907375415],S0187,1
0.1,9,1.0,1,[42.514187907375415],S0187,1
0.1,10,1.0,1,[42.514187907375415],S0187,1
0.1,11,1.0,1,[42.514187907375415],S0187,1
0.1,12,1.0,1,[42.514187907375415],S0187,1
0.1,13,0.0,1,[51.961785220125506],S0187,1
0.1,14,1.0,1,[37.79038925100037],S0187,1
0.1,15,1.0,1,[42.514187907375415],S0187,1
0.1,16,1.0,1,[37.79038925100037],S0187,1
0.1,17,1.0,1,[47.23798656375046],S0187,1
0.1,18,1.0,1,[42.514187907375415],S0187,1
0.1,19,1.0,1,[42.514187907375415],S0187,1
0.1,20,1.0,1,[42.514187907375415],S0187,1
0.1,21,1.0,1,[42.514187907375415],S0187,1
0.1,22,1.0,1,[47.23798656375046],S0187,1
0.1,23,1.0,1,[42.514187907375415],S0187,1
0.1,24,1.0,1,[42.514187907375415],S0187,1
0.1,25,1.0,1,[42.514187907375415],S0187,1
0.1,26,1.0,1,[42.514187907375415],S0187,1
0.1,27,1.0,1,[42.514187907375415],S0187,1
0.1,28,1.0,1,[42.514187907375415],S0187,1
0.1,29,0.0,1,[51.961785220125506],S0187,1
0.1,30,0.0,1,[51.961785220125506],S0187,1
0.1,31,0.0,1,[51.961785220125506],S0187,1
0.1,32,1.0,1,[42.514187907375415],S0187,1
0.1,33,0.0,1,[56.68558387650056],S0187,1
0.1,34,1.0,1,[42.514187907375415],S0187,1
0.1,35,1.0,1,[42.514187907375415],S0187,1
0.1,36,1.0,1,[42.514187907375415],S0187,1
0.1,37,1.0,1,[42.514187907375415],S0187,1
0.1,38,1.0,1,[42.514187907375415],S0187,1
0.1,39,1.0,1,[42.514187907375415],S0187,1
0.1,40,1.0,1,[42.514187907375415],S0187,1
0.1,41,1.0,1,[42.514187907375415],S0187,1
0.1,42,1.0,1,[42.514187907375415],S0187,1
0.1,43,1.0,1,[42.514187907375415],S0187,1
0.1,44,0.0,1,[51.961785220125506],S0187,1
0.1,45,1.0,1,[42.514187907375415],S0187,1
0.1,46,1.0,1,[47.23798656375046],S0187,1
0.1,47,1.0,1,[42.514187907375415],S0187,1
0.1,48,1.0,1,[37.79038925100037],S0187,1
0.1,49,1.0,1,[42.514187907375415],S0187,1
0.05,0,1.0,1,[51.966300142630175],S0191,1
0.05,1,1.0,1,[51.966300142630175],S0191,1
0.05,2,1.0,1,[51.966300142630175],S0191,1
0.05,3,1.0,1,[51.966300142630175],S0191,1
0.05,4,1.0,1,[51.966300142630175],S0191,1
0.05,5,1.0,1,[51.966300142630175],S0191,1
0.05,6,1.0,1,[51.966300142630175],S0191,1
0.05,7,1.0,1,[51.966300142630175],S0191,1
0.05,8,1.0,1,[51.966300142630175],S0191,1
0.05,9,1.0,1,[51.966300142630175],S0191,1
0.05,10,1.0,1,[51.966300142630175],S0191,1
0.05,11,1.0,1,[51.966300142630175],S0191,1
0.05,12,1.0,1,[51.966300142630175],S0191,1
0.05,13,1.0,1,[51.966300142630175],S0191,1
0.05,14,1.0,1,[51.966300142630175],S0191,1
0.05,15,1.0,1,[51.966300142630175],S0191,1
0.05,16,1.0,1,[51.966300142630175],S0191,1
0.05,17,1.0,1,[51.966300142630175],S0191,1
0.05,18,1.0,1,[51.966300142630175],S0191,1
0.05,19,1.0,1,[51.966300142630175],S0191,1
0.05,20,1.0,1,[51.966300142630175],S0191,1
0.05,21,1.0,1,[51.966300142630175],S0191,1
0.05,22,1.0,1,[51.966300142630175],S0191,1
0.05,23,1.0,1,[51.966300142630175],S0191,1
0.05,24,1.0,1,[51.966300142630175],S0191,1
0.05,25,1.0,1,[55.430720152138846],S0191,1
0.05,26,1.0,1,[51.966300142630175],S0191,1
0.05,27,1.0,1,[51.966300142630175],S0191,1
0.05,28,1.0,1,[51.966300142630175],S0191,1
0.05,29,1.0,1,[51.966300142630175],S0191,1
0.05,30,1.0,1,[51.966300142630175],S0191,1
0.05,31,1.0,1,[51.966300142630175],S0191,1
0.05,32,1.0,1,[51.966300142630175],S0191,1
0.05,33,1.0,1,[51.966300142630175],S0191,1
0.05,34,1.0,1,[51.966300142630175],S0191,1
0.05,35,1.0,1,[51.966300142630175],S0191,1
0.05,36,1.0,1,[51.966300142630175],S0191,1
0.05,37,1.0,1,[48.50188013312149],S0191,1
0.05,38,1.0,1,[48.50188013312149],S0191,1
0.05,39,1.0,1,[51.966300142630175],S0191,1
0.05,40,1.0,1,[51.966300142630175],S0191,1
0.05,41,1.0,1,[51.966300142630175],S0191,1
0.05,42,1.0,1,[51.966300142630175],S0191,1
0.05,43,1.0,1,[51.966300142630175],S0191,1
0.05,44,1.0,1,[51.966300142630175],S0191,1
0.05,45,1.0,1,[51.966300142630175],S0191,1
0.05,46,1.0,1,[51.966300142630175],S0191,1
0.05,47,1.0,1,[48.50188013312149],S0191,1
0.05,48,1.0,1,[51.966300142630175],S0191,1
0.05,49,1.0,1,[51.966300142630175],S0191,1
0.1,0,1.0,1,[51.966300142630175],S0191,1
0.1,1,1.0,1,[51.966300142630175],S0191,1
0.1,2,1.0,1,[51.966300142630175],S0191,1
0.1,3,1.0,1,[55.430720152138846],S0191,1
0.1,4,1.0,1,[45.03746012361282],S0191,1
0.1,5,1.0,1,[51.966300142630175],S0191,1
0.1,6,1.0,1,[51.966300142630175],S0191,1
0.1,7,1.0,1,[51.966300142630175],S0191,1
0.1,8,1.0,1,[55.430720152138846],S0191,1
0.1,9,1.0,1,[51.966300142630175],S0191,1
0.1,10,1.0,1,[51.966300142630175],S0191,1
0.1,11,1.0,1,[51.966300142630175],S0191,1
0.1,12,1.0,1,[51.966300142630175],S0191,1
0.1,13,1.0,1,[51.966300142630175],S0191,1
0.1,14,1.0,1,[55.430720152138846],S0191,1
0.1,15,1.0,1,[48.50188013312149],S0191,1
0.1,16,1.0,1,[51.966300142630175],S0191,1
0.1,17,1.0,1,[51.966300142630175],S0191,1
0.1,18,1.0,1,[51.966300142630175],S0191,1
0.1,19,1.0,1,[51.966300142630175],S0191,1
0.1,20,1.0,1,[51.966300142630175],S0191,1
0.1,21,1.0,1,[51.966300142630175],S0191,1
0.1,22,1.0,1,[51.966300142630175],S0191,1
0.1,23,1.0,1,[51.966300142630175],S0191,1
0.1,24,1.0,1,[51.966300142630175],S0191,1
0.1,25,1.0,1,[51.966300142630175],S0191,1
0.1,26,1.0,1,[51.966300142630175],S0191,1
0.1,27,1.0,1,[51.966300142630175],S0191,1
0.1,28,1.0,1,[55.430720152138846],S0191,1
0.1,29,1.0,1,[51.966300142630175],S0191,1
0.1,30,1.0,1,[51.966300142630175],S0191,1
0.1,31,1.0,1,[51.966300142630175],S0191,1
0.1,32,1.0,1,[51.966300142630175],S0191,1
0.1,33,1.0,1,[51.966300142630175],S0191,1
0.1,34,1.0,1,[51.966300142630175],S0191,1
0.1,35,1.0,1,[51.966300142630175],S0191,1
0.1,36,1.0,1,[48.50188013312149],S0191,1
0.1,37,1.0,1,[55.430720152138846],S0191,1
0.1,38,1.0,1,[51.966300142630175],S0191,1
0.1,39,1.0,1,[48.50188013312149],S0191,1
0.1,40,1.0,1,[51.966300142630175],S0191,1
0.1,41,1.0,1,[51.966300142630175],S0191,1
0.1,42,1.0,1,[51.966300142630175],S0191,1
0.1,43,1.0,1,[51.966300142630175],S0191,1
0.1,44,1.0,1,[51.966300142630175],S0191,1
0.1,45,1.0,1,[51.966300142630175],S0191,1
0.1,46,1.0,1,[51.966300142630175],S0191,1
0.1,47,1.0,1,[51.966300142630175],S0191,1
0.1,48,1.0,1,[51.966300142630175],S0191,1
0.1,49,1.0,1,[51.966300142630175],S0191,1
0.05,0,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,1,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,2,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,3,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,4,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,5,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,6,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,7,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,8,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,9,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,10,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,11,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,12,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.05,13,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.05,14,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.05,15,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,16,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,17,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,18,0.0,1,[129.23486371548844],S0192,1
0.05,19,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,20,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,21,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.05,22,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,23,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,24,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,25,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,26,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.05,27,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,28,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,29,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,30,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,31,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,32,0.0,1,[129.23486371548844],S0192,1
0.05,33,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,34,0.0,1,[129.23486371548844],S0192,1
0.05,35,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.05,36,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,37,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,38,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,39,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.05,40,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,41,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,42,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.05,43,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.05,44,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,45,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.05,46,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,47,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,48,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,49,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.1,0,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,1,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,2,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,3,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,4,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,5,0.0,1,[129.23486371548844],S0192,1
0.1,6,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,7,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.1,8,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,9,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.1,10,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,11,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.1,12,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,13,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,14,0.0,1,[129.23486371548844],S0192,1
0.1,15,0.0,1,[129.23486371548844],S0192,1
0.1,16,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,17,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,18,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,19,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,20,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,21,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,22,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,23,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,24,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,25,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,26,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,27,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,28,1.0,2,"[64.61743185774424, 180.92880920168383]",S0192,1
0.1,29,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,30,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,31,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,32,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,33,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,34,0.0,1,[129.23486371548844],S0192,1
0.1,35,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,36,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,37,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,38,1.0,2,"[64.61743185774424, 155.08183645858614]",S0192,1
0.1,39,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,40,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.1,41,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,42,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,43,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,44,0.0,1,[129.23486371548844],S0192,1
0.1,45,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,46,1.0,2,"[64.61743185774424, 168.00532283013496]",S0192,1
0.1,47,0.0,2,"[116.31137734393963, 193.85229557323268]",S0192,1
0.1,48,0.6666666666666666,1,[168.00532283013496],S0192,1
0.1,49,0.6666666666666666,1,[168.00532283013496],S0192,1
0.05,0,1.0,1,[90.46440460084193],S0193,1
0.05,1,1.0,1,[90.46440460084193],S0193,1
0.05,2,1.0,1,[90.46440460084193],S0193,1
0.05,3,1.0,1,[90.46440460084193],S0193,1
0.05,4,0.0,1,[129.23486371548847],S0193,1
0.05,5,1.0,1,[90.46440460084193],S0193,1
0.05,6,1.0,1,[90.46440460084193],S0193,1
0.05,7,1.0,1,[90.46440460084193],S0193,1
0.05,8,1.0,1,[90.46440460084193],S0193,1
0.05,9,1.0,1,[90.46440460084193],S0193,1
0.05,10,1.0,1,[90.46440460084193],S0193,1
0.05,11,1.0,1,[90.46440460084193],S0193,1
0.05,12,1.0,1,[103.38789097239078],S0193,1
0.05,13,1.0,1,[90.46440460084193],S0193,1
0.05,14,1.0,1,[77.54091822929308],S0193,1
0.05,15,1.0,1,[90.46440460084193],S0193,1
0.05,16,1.0,1,[90.46440460084193],S0193,1
0.05,17,1.0,1,[90.46440460084193],S0193,1
0.05,18,1.0,1,[90.46440460084193],S0193,1
0.05,19,0.0,1,[129.23486371548847],S0193,1
0.05,20,1.0,1,[90.46440460084193],S0193,1
0.05,21,1.0,1,[90.46440460084193],S0193,1
0.05,22,1.0,1,[90.46440460084193],S0193,1
0.05,23,1.0,1,[90.46440460084193],S0193,1
0.05,24,1.0,1,[90.46440460084193],S0193,1
0.05,25,0.0,1,[129.23486371548847],S0193,1
0.05,26,1.0,1,[77.54091822929308],S0193,1
0.05,27,1.0,1,[77.54091822929308],S0193,1
0.05,28,1.0,1,[90.46440460084193],S0193,1
0.05,29,1.0,1,[90.46440460084193],S0193,1
0.05,30,1.0,1,[90.46440460084193],S0193,1
0.05,31,1.0,1,[90.46440460084193],S0193,1
0.05,32,1.0,1,[90.46440460084193],S0193,1
0.05,33,1.0,1,[90.46440460084193],S0193,1
0.05,34,1.0,1,[90.46440460084193],S0193,1
0.05,35,1.0,1,[77.54091822929308],S0193,1
0.05,36,1.0,1,[90.46440460084193],S0193,1
0.05,37,0.0,1,[129.23486371548847],S0193,1
0.05,38,1.0,1,[90.46440460084193],S0193,1
0.05,39,1.0,1,[90.46440460084193],S0193,1
0.05,40,0.0,1,[129.23486371548847],S0193,1
0.05,41,1.0,1,[90.46440460084193],S0193,1
0.05,42,1.0,1,[77.54091822929308],S0193,1
0.05,43,1.0,1,[103.38789097239078],S0193,1
0.05,44,1.0,1,[90.46440460084193],S0193,1
0.05,45,1.0,1,[90.46440460084193],S0193,1
0.05,46,1.0,1,[90.46440460084193],S0193,1
0.05,47,1.0,1,[90.46440460084193],S0193,1
0.05,48,1.0,1,[90.46440460084193],S0193,1
0.05,49,1.0,1,[90.46440460084193],S0193,1
0.1,0,1.0,1,[90.46440460084193],S0193,1
0.1,1,0.0,1,[129.23486371548847],S0193,1
0.1,2,1.0,1,[90.46440460084193],S0193,1
0.1,3,1.0,1,[77.54091822929308],S0193,1
0.1,4,1.0,1,[90.46440460084193],S0193,1
0.1,5,1.0,1,[90.46440460084193],S0193,1
0.1,6,1.0,1,[90.46440460084193],S0193,1
0.1,7,1.0,1,[90.46440460084193],S0193,1
0.1,8,1.0,1,[77.54091822929308],S0193,1
0.1,9,1.0,1,[103.38789097239078],S0193,1
0.1,10,1.0,1,[90.46440460084193],S0193,1
0.1,11,1.0,1,[90.46440460084193],S0193,1
0.1,12,1.0,1,[90.46440460084193],S0193,1
0.1,13,1.0,1,[90.46440460084193],S0193,1
0.1,14,1.0,1,[90.46440460084193],S0193,1
0.1,15,1.0,1,[90.46440460084193],S0193,1
0.1,16,1.0,1,[103.38789097239078],S0193,1
0.1,17,1.0,1,[90.46440460084193],S0193,1
0.1,18,1.0,1,[77.54091822929308],S0193,1
0.1,19,1.0,1,[90.46440460084193],S0193,1
0.1,20,1.0,1,[90.46440460084193],S0193,1
0.1,21,1.0,1,[90.46440460084193],S0193,1
0.1,22,1.0,1,[77.54091822929308],S0193,1
0.1,23,1.0,1,[90.46440460084193],S0193,1
0.1,24,1.0,1,[90.46440460084193],S0193,1
0.1,25,1.0,1,[90.46440460084193],S0193,1
0.1,26,1.0,1,[103.38789097239078],S0193,1
0.1,27,1.0,1,[90.46440460084193],S0193,1
0.1,28,1.0,1,[77.54091822929308],S0193,1
0.1,29,0.0,1,[129.23486371548847],S0193,1
0.1,30,1.0,1,[90.46440460084193],S0193,1
0.1,31,1.0,1,[90.46440460084193],S0193,1
0.1,32,1.0,1,[90.46440460084193],S0193,1
0.1,33,1.0,1,[90.46440460084193],S0193,1
0.1,34,1.0,1,[90.46440460084193],S0193,1
0.1,35,1.0,1,[90.46440460084193],S0193,1
0.1,36,1.0,1,[90.46440460084193],S0193,1
0.1,37,1.0,1,[90.46440460084193],S0193,1
0.1,38,1.0,1,[90.46440460084193],S0193,1
0.1,39,1.0,1,[90.46440460084193],S0193,1
0.1,40,1.0,1,[90.46440460084193],S0193,1
0.1,41,0.0,1,[129.23486371548847],S0193,1
0.1,42,1.0,1,[77.54091822929308],S0193,1
0.1,43,1.0,1,[90.46440460084193],S0193,1
0.1,44,1.0,1,[77.54091822929308],S0193,1
0.1,45,1.0,1,[90.46440460084193],S0193,1
0.1,46,1.0,1,[90.46440460084193],S0193,1
0.1,47,1.0,1,[90.46440460084193],S0193,1
0.1,48,1.0,1,[90.46440460084193],S0193,1
0.1,49,1.0,1,[103.38789097239078],S0193,1
0.05,0,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,1,1.0,2,"[127.73323193974375, 215.54982889831751]",S0194,1
0.05,2,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,3,1.0,2,"[111.76657794727575, 215.54982889831751]",S0194,1
0.05,4,1.0,2,"[119.74990494350975, 223.53315589455153]",S0194,1
0.05,5,1.0,2,"[127.73323193974375, 215.54982889831751]",S0194,1
0.05,6,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,7,1.0,2,"[119.74990494350975, 223.53315589455153]",S0194,1
0.05,8,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,9,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,10,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,11,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,12,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,13,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,14,0.6666666666666666,1,[119.74990494350975],S0194,1
0.05,15,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,16,1.0,2,"[119.74990494350975, 223.53315589455153]",S0194,1
0.05,17,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,18,1.0,2,"[119.74990494350975, 223.53315589455153]",S0194,1
0.05,19,0.6666666666666666,1,[119.74990494350975],S0194,1
0.05,20,1.0,2,"[119.74990494350975, 215.54982889831751]",S0194,1
0.05,21,0.6666666666666666,1,[119.74990494350975],S0194,1
