n,n_clusters,noise_fraction,cluster_sizes,balance,dbcv,silhouette,davies_bouldin,calinski_harabasz,min_cluster_size,min_samples,cluster_selection_method,metric,dataset,normalization,coverage,representation,dimensions,candidate_id,bootstrap_ari,bootstrap_vi,bootstrap_valid_fraction
83,0,1.0,[],0.0,,,,,5,10.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__008,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__009,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__010,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__011,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__012,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__013,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__014,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__015,,,0.0
83,0,1.0,[],0.0,,,,,8,,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__016,,,0.0
83,2,0.6987951807228916,"[14, 11]",0.7857142857142857,0.12277122412259425,0.6664084726418064,0.4449361025415181,87.35593254537912,8,,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__017,0.09254667572747104,1.0325863024645203,0.4
83,0,1.0,[],0.0,,,,,8,,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__018,,,0.0
83,2,0.6987951807228916,"[14, 11]",0.7857142857142857,0.12277122412259425,0.6664084726418064,0.4449361025415181,87.35593254537912,8,,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__019,0.09254667572747104,1.0325863024645203,0.4
83,2,0.6265060240963856,"[16, 15]",0.9375,0.16875815299104588,0.6286390429929994,0.5076332080137026,90.44343880593307,8,5.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__020,0.1023824237341191,1.3203987518714626,1.0
83,2,0.6144578313253012,"[17, 15]",0.8823529411764706,0.17702045608736253,0.628775584838116,0.5116014582554783,93.17401735577289,8,5.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__021,0.07685985093949596,1.3410033370794963,1.0
83,2,0.6265060240963856,"[16, 15]",0.9375,0.16875815299104588,0.6286390429929994,0.5076332080137026,90.44343880593307,8,5.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__022,0.21155342386442558,1.2804926987700391,1.0
83,2,0.6144578313253012,"[17, 15]",0.8823529411764706,0.17702045608736253,0.628775584838116,0.5116014582554783,93.17401735577289,8,5.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__023,0.2870557394002101,1.2663723861493534,1.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__024,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__025,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__026,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__027,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__028,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__029,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__030,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__031,,,0.0
83,0,1.0,[],0.0,,,,,10,,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__032,,,0.0
83,0,1.0,[],0.0,,,,,10,,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__033,,,0.0
83,0,1.0,[],0.0,,,,,10,,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__034,,,0.0
83,0,1.0,[],0.0,,,,,10,,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__035,,,0.0
83,2,0.6265060240963856,"[16, 15]",0.9375,0.16875815299104588,0.6286390429929994,0.5076332080137026,90.44343880593307,10,5.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__036,0.15505137431889746,1.2196367598129978,0.8
83,2,0.6144578313253012,"[17, 15]",0.8823529411764706,0.17702045608736253,0.628775584838116,0.5116014582554783,93.17401735577289,10,5.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__037,0.178332146295162,1.1556742636517836,0.6
83,2,0.6265060240963856,"[16, 15]",0.9375,0.16875815299104588,0.6286390429929994,0.5076332080137026,90.44343880593307,10,5.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__038,0.15505137431889746,1.2196367598129978,0.8
83,2,0.6144578313253012,"[17, 15]",0.8823529411764706,0.17702045608736253,0.628775584838116,0.5116014582554783,93.17401735577289,10,5.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__039,0.178332146295162,1.1556742636517836,0.6
83,0,1.0,[],0.0,,,,,10,10.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__040,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__041,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__042,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__043,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__044,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__045,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__046,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__047,,,0.0
83,0,1.0,[],0.0,,,,,20,,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__048,,,0.0
83,0,1.0,[],0.0,,,,,20,,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__049,,,0.0
83,0,1.0,[],0.0,,,,,20,,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__050,,,0.0
83,0,1.0,[],0.0,,,,,20,,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__051,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__052,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__053,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__054,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__055,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__056,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__057,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__058,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__059,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__060,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__061,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__062,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__063,,,0.0
83,0,1.0,[],0.0,,,,,30,,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__064,,,0.0
83,0,1.0,[],0.0,,,,,30,,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__065,,,0.0
83,0,1.0,[],0.0,,,,,30,,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__066,,,0.0
83,0,1.0,[],0.0,,,,,30,,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__067,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__068,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__069,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__070,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__071,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__072,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__073,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__074,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__075,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,eom,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__076,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,eom,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__077,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,750h,max,0.532051282051282,0.9,2,750h__max__0.9__078,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,750h,max,0.532051282051282,0.9,2,750h__max__0.9__079,,,0.0
83,2,0.6385542168674698,"[6, 24]",0.25,0.09273670153244758,0.584696370166336,0.5627461791977442,39.76004223377383,5,,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__000,0.07493755566843849,1.4396980511388915,1.0
83,0,1.0,[],0.0,,,,,5,,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__001,,,0.0
83,2,0.6385542168674698,"[6, 24]",0.25,0.09273670153244758,0.584696370166336,0.5627461791977442,39.76004223377383,5,,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__002,0.16679315475169115,1.483505026357993,1.0
83,0,1.0,[],0.0,,,,,5,,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__003,,,0.0
83,2,0.6385542168674698,"[6, 24]",0.25,0.09273670153244758,0.584696370166336,0.5627461791977442,39.76004223377383,5,5.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__004,0.07493755566843849,1.4396980511388915,1.0
83,0,1.0,[],0.0,,,,,5,5.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__005,,,0.0
83,2,0.6385542168674698,"[6, 24]",0.25,0.09273670153244758,0.584696370166336,0.5627461791977442,39.76004223377383,5,5.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__006,0.16679315475169115,1.483505026357993,1.0
83,0,1.0,[],0.0,,,,,5,5.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__007,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__008,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__009,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__010,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__011,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__012,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__013,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__014,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__015,,,0.0
83,0,1.0,[],0.0,,,,,8,,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__016,,,0.0
83,0,1.0,[],0.0,,,,,8,,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__017,,,0.0
83,0,1.0,[],0.0,,,,,8,,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__018,,,0.0
83,0,1.0,[],0.0,,,,,8,,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__019,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__020,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__021,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__022,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__023,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__024,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__025,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__026,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__027,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__028,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__029,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__030,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__031,,,0.0
83,0,1.0,[],0.0,,,,,10,,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__032,,,0.0
83,0,1.0,[],0.0,,,,,10,,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__033,,,0.0
83,0,1.0,[],0.0,,,,,10,,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__034,,,0.0
83,0,1.0,[],0.0,,,,,10,,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__035,,,0.0
83,0,1.0,[],0.0,,,,,10,5.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__036,,,0.0
83,0,1.0,[],0.0,,,,,10,5.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__037,,,0.0
83,0,1.0,[],0.0,,,,,10,5.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__038,,,0.0
83,0,1.0,[],0.0,,,,,10,5.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__039,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__040,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__041,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__042,,,0.0
83,0,1.0,[],0.0,,,,,10,10.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__043,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__044,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__045,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__046,,,0.0
83,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__047,,,0.0
83,0,1.0,[],0.0,,,,,20,,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__048,,,0.0
83,0,1.0,[],0.0,,,,,20,,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__049,,,0.0
83,0,1.0,[],0.0,,,,,20,,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__050,,,0.0
83,0,1.0,[],0.0,,,,,20,,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__051,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__052,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__053,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__054,,,0.0
83,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__055,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__056,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__057,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__058,,,0.0
83,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__059,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__060,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__061,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__062,,,0.0
83,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__063,,,0.0
83,0,1.0,[],0.0,,,,,30,,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__064,,,0.0
83,0,1.0,[],0.0,,,,,30,,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__065,,,0.0
83,0,1.0,[],0.0,,,,,30,,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__066,,,0.0
83,0,1.0,[],0.0,,,,,30,,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__067,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__068,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__069,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__070,,,0.0
83,0,1.0,[],0.0,,,,,30,5.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__071,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__072,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__073,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__074,,,0.0
83,0,1.0,[],0.0,,,,,30,10.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__075,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,eom,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__076,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,eom,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__077,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,750h,max,0.532051282051282,0.95,3,750h__max__0.95__078,,,0.0
83,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,750h,max,0.532051282051282,0.95,3,750h__max__0.95__079,,,0.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.15868110995987214,0.6289258175749775,0.451153292282201,53.47766007131897,5,,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__000,0.22328908894667032,1.0852788020884492,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.17079560454227155,0.6138600562390878,0.451153292282201,53.47766007131897,5,,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__001,0.281671934874553,1.0604797476728511,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.15868110995987214,0.6289258175749775,0.451153292282201,53.47766007131897,5,,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__002,0.25596299242514275,1.2093159594218204,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.17079560454227155,0.6138600562390878,0.451153292282201,53.47766007131897,5,,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__003,0.25847925002526606,1.157127964228539,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.15868110995987214,0.6289258175749775,0.451153292282201,53.47766007131897,5,5.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__004,0.22328908894667032,1.0852788020884492,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.17079560454227155,0.6138600562390878,0.451153292282201,53.47766007131897,5,5.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__005,0.281671934874553,1.0604797476728511,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.15868110995987214,0.6289258175749775,0.451153292282201,53.47766007131897,5,5.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__006,0.25596299242514275,1.2093159594218204,1.0
83,2,0.6506024096385542,"[5, 24]",0.20833333333333334,0.17079560454227155,0.6138600562390878,0.451153292282201,53.47766007131897,5,5.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__007,0.25847925002526606,1.157127964228539,1.0
83,0,1.0,[],0.0,,,,,5,10.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__008,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__009,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__010,,,0.0
83,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__011,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__012,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__013,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__014,,,0.0
83,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__015,,,0.0
83,0,1.0,[],0.0,,,,,8,,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__016,,,0.0
83,0,1.0,[],0.0,,,,,8,,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__017,,,0.0
83,0,1.0,[],0.0,,,,,8,,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__018,,,0.0
83,0,1.0,[],0.0,,,,,8,,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__019,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__020,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__021,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__022,,,0.0
83,0,1.0,[],0.0,,,,,8,5.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__023,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__024,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__025,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__026,,,0.0
83,0,1.0,[],0.0,,,,,8,10.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__027,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__028,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__029,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__030,,,0.0
83,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,750h,max,0.532051282051282,0.99,7,750h__max__0.99__031,,,0.0
83,0,1.0,[],0.0,,,,,10,,eom,euclidean,750h,max,0.532051282051282,0.99,7,750h__max__0.99__032,,,0.0
